DP,Dual Slimline Top Front LHS Bracket Birch White,"=IF(AND('Job Sheet'!BE11=""Birch White"",(OR(Bagging!D11=""Slimline Dual Top Blind Front Roll LHS Control"",Bagging!D11=""Slimline Dual Top Blind Front Roll LHS Control & Dual Slimline Linked Top Blind Front Roll""))),1,"""")"
DQ,Dual Slimline Top Front RHS Bracket Birch White,"=IF(AND('Job Sheet'!BE11=""Birch White"",(OR(Bagging!D11=""Slimline Dual Top Blind Front Roll RHS Control"",Bagging!D11=""Slimline Dual Top Blind Front Roll RHS Control & Dual Slimline Linked Top Blind Front Roll""))),1,"""")"
DR,Dual Slimline Top Front LHS Bracket Grey,"=IF(AND('Job Sheet'!BE11=""Grey"",(OR(Bagging!D11=""Slimline Dual Top Blind Front Roll LHS Control"",Bagging!D11=""Slimline Dual Top Blind Front Roll LHS Control & Dual Slimline Linked Top Blind Front Roll""))),1,"""")"
DS,Dual Slimline Top Front RHS Bracket Grey,"=IF(AND('Job Sheet'!BE11=""Grey"",(OR(Bagging!D11=""Slimline Dual Top Blind Front Roll RHS Control"",Bagging!D11=""Slimline Dual Top Blind Front Roll RHS Control & Dual Slimline Linked Top Blind Front Roll""))),1,"""")"
DT,Dual Slimline Top Front LHS Bracket Beige,"=IF(AND('Job Sheet'!BE11=""Beige"",(OR(Bagging!D11=""Slimline Dual Top Blind Front Roll LHS Control"",Bagging!D11=""Slimline Dual Top Blind Front Roll LHS Control & Dual Slimline Linked Top Blind Front Roll""))),1,"""")"
DU,Dual Slimline Top Front RHS Bracket Beige,"=IF(AND('Job Sheet'!BE11=""Beige"",(OR(Bagging!D11=""Slimline Dual Top Blind Front Roll RHS Control"",Bagging!D11=""Slimline Dual Top Blind Front Roll RHS Control & Dual Slimline Linked Top Blind Front Roll""))),1,"""")"
DV,Dual Slimline Top Back LHS Bracket White,"=IF(AND('Job Sheet'!BE11=""White"",(OR(Bagging!D11=""Slimline Dual Top Blind Back Roll LHS Control"",Bagging!D11=""Slimline Dual Top Blind Back Roll LHS Control & Dual Slimline Linked Top Blind Back Roll""))),1,"""")"
DW,Dual Slimline Top Back RHS Bracket White,"=IF(AND('Job Sheet'!BE11=""White"",(OR(Bagging!D11=""Slimline Dual Top Blind Back Roll RHS Control"",Bagging!D11=""Slimline Dual Top Blind Back Roll LHS Control & Dual Slimline Linked Top Blind Back Roll""))),1,"""")"
DX,Dual Slimline Top Back LHS Bracket Black,"=IF(AND('Job Sheet'!BE11=""Black"",(OR(Bagging!D11=""Slimline Dual Top Blind Back Roll LHS Control"",Bagging!D11=""Slimline Dual Top Blind Back Roll LHS Control & Dual Slimline Linked Top Blind Back Roll""))),1,"""")"
DY,Dual Slimline Top Back RHS Bracket Black,"=IF(AND('Job Sheet'!BE11=""Black"",(OR(Bagging!D11=""Slimline Dual Top Blind Back Roll RHS Control"",Bagging!D11=""Slimline Dual Top Blind Back Roll LHS Control & Dual Slimline Linked Top Blind Back Roll""))),1,"""")"
DZ,Dual Slimline Top Back LHS Bracket Birch White,"=IF(AND('Job Sheet'!BE11=""Birch White"",(OR(Bagging!D11=""Slimline Dual Top Blind Back Roll LHS Control"",Bagging!D11=""Slimline Dual Top Blind Back Roll LHS Control & Dual Slimline Linked Top Blind Back Roll""))),1,"""")"
EA,Dual Slimline Top Back RHS Bracket Birch White,"=IF(AND('Job Sheet'!BE11=""Birch White"",(OR(Bagging!D11=""Slimline Dual Top Blind Back Roll RHS Control"",Bagging!D11=""Slimline Dual Top Blind Back Roll LHS Control & Dual Slimline Linked Top Blind Back Roll""))),1,"""")"
EB,Dual Slimline Top Back LHS Bracket Grey,"=IF(AND('Job Sheet'!BE11=""Grey"",(OR(Bagging!D11=""Slimline Dual Top Blind Back Roll LHS Control"",Bagging!D11=""Slimline Dual Top Blind Back Roll LHS Control & Dual Slimline Linked Top Blind Back Roll""))),1,"""")"
EC,Dual Slimline Top Back RHS Bracket Grey,"=IF(AND('Job Sheet'!BE11=""Grey"",(OR(Bagging!D11=""Slimline Dual Top Blind Back Roll RHS Control"",Bagging!D11=""Slimline Dual Top Blind Back Roll LHS Control & Dual Slimline Linked Top Blind Back Roll""))),1,"""")"
ED,Dual Slimline Top Back LHS Bracket Beige,"=IF(AND('Job Sheet'!BE11=""Beige"",(OR(Bagging!D11=""Slimline Dual Top Blind Back Roll LHS Control"",Bagging!D11=""Slimline Dual Top Blind Back Roll LHS Control & Dual Slimline Linked Top Blind Back Roll""))),1,"""")"
EE,Dual Slimline Top Back RHS Bracket Beige,"=IF(AND('Job Sheet'!BE11=""Beige"",(OR(Bagging!D11=""Slimline Dual Top Blind Back Roll RHS Control"",Bagging!D11=""Slimline Dual Top Blind Back Roll LHS Control & Dual Slimline Linked Top Blind Back Roll""))),1,"""")"
EF,40mm Link Bracket White,"=IF(AND('Job Sheet'!BE11=""White"",(OR(Bagging!D11=""Linked"",Bagging!D11=""Single & Single Linked""))),1,IF(AND(Bagging!D11=""Linked(2 Sets)"",'Job Sheet'!BE11=""White""),2,""""))"
EG,40mm Link Bracket Black,"=IF(AND('Job Sheet'!BE11=""Black"",(OR(Bagging!D11=""Linked"",Bagging!D11=""Single & Single Linked""))),1,IF(AND(Bagging!D11=""Linked(2 Sets)"",'Job Sheet'!BE11=""Black""),2,""""))"
EH,40mm Link Bracket Birch White,"=IF(AND('Job Sheet'!BE11=""Birch White"",(OR(Bagging!D11=""Linked"",Bagging!D11=""Single & Single Linked""))),1,IF(AND(Bagging!D11=""Linked(2 Sets)"",'Job Sheet'!BE11=""Birch White""),2,""""))"
EI,40mm Link Bracket Grey,"=IF(AND('Job Sheet'!BE11=""Grey"",(OR(Bagging!D11=""Linked"",Bagging!D11=""Single & Single Linked""))),1,IF(AND(Bagging!D11=""Linked(2 Sets)"",'Job Sheet'!BE11=""Grey""),2,""""))"
EJ,40mm Link Bracket Beige,"=IF(AND('Job Sheet'!BE11=""Beige"",(OR(Bagging!D11=""Linked"",Bagging!D11=""Single & Single Linked""))),1,IF(AND(Bagging!D11=""Linked(2 Sets)"",'Job Sheet'!BE11=""Beige""),2,""""))"
EK,55mm Link Bracket White,"=IF(AND('Job Sheet'!BE11=""White"",(OR(Bagging!D11=""Single Extension Linked"",Bagging!D11=""Single Extension & Single Extension Linked"",Bagging!D11=""Single Extension with Extension Covers & Single Extension Linked""))),1,IF(AND(Bagging!D11=""Single Extension Linked(2 Sets)"",'Job Sheet'!BE11=""White""),2,""""))"
EL,55mm Link Bracket Black,"=IF(AND('Job Sheet'!BE11=""Black"",(OR(Bagging!D11=""Single Extension Linked"",Bagging!D11=""Single Extension & Single Extension Linked"",Bagging!D11=""Single Extension with Extension Covers & Single Extension Linked""))),1,IF(AND(Bagging!D11=""Single Extension Linked(2 Sets)"",'Job Sheet'!BE11=""Black""),2,""""))"
EM,55mm Link Bracket Birch White,"=IF(AND('Job Sheet'!BE11=""Birch White"",(OR(Bagging!D11=""Single Extension Linked"",Bagging!D11=""Single Extension & Single Extension Linked"",Bagging!D11=""Single Extension with Extension Covers & Single Extension Linked""))),1,IF(AND(Bagging!D11=""Single Extension Linked(2 Sets)"",'Job Sheet'!BE11=""Birch White""),2,""""))"
EN,55mm Link Bracket Grey,"=IF(AND('Job Sheet'!BE11=""Grey"",(OR(Bagging!D11=""Single Extension Linked"",Bagging!D11=""Single Extension & Single Extension Linked"",Bagging!D11=""Single Extension with Extension Covers & Single Extension Linked""))),1,IF(AND(Bagging!D11=""Single Extension Linked(2 Sets)"",'Job Sheet'!BE11=""Grey""),2,""""))"
EO,55mm Link Bracket Beige,"=IF(AND('Job Sheet'!BE11=""Beige"",(OR(Bagging!D11=""Single Extension Linked"",Bagging!D11=""Single Extension & Single Extension Linked"",Bagging!D11=""Single Extension with Extension Covers & Single Extension Linked""))),1,IF(AND(Bagging!D11=""Single Extension Linked(2 Sets)"",'Job Sheet'!BE11=""Beige""),2,""""))"
EP,Dual Same Side Link Bracket White,"=IF(AND('Job Sheet'!BE11=""White"",(OR(Bagging!D11=""Dual Linked"",Bagging!D11=""Dual Same Side & Dual Linked""))),1,IF(AND(Bagging!D11=""Dual Linked(2 Sets)"",'Job Sheet'!BE11=""White""),2,""""))"
EQ,Dual Same Side Link Bracket Black,"=IF(AND('Job Sheet'!BE11=""Black"",(OR(Bagging!D11=""Dual Linked"",Bagging!D11=""Dual Same Side & Dual Linked""))),1,IF(AND(Bagging!D11=""Dual Linked(2 Sets)"",'Job Sheet'!BE11=""Black""),2,""""))"
ER,Dual Same Side Link Bracket Birch White,"=IF(AND('Job Sheet'!BE11=""Birch White"",(OR(Bagging!D11=""Dual Linked"",Bagging!D11=""Dual Same Side & Dual Linked""))),1,IF(AND(Bagging!D11=""Dual Linked(2 Sets)"",'Job Sheet'!BE11=""Birch White""),2,""""))"
ES,Dual Same Side Link Bracket Grey,"=IF(AND('Job Sheet'!BE11=""Grey"",(OR(Bagging!D11=""Dual Linked"",Bagging!D11=""Dual Same Side & Dual Linked""))),1,IF(AND(Bagging!D11=""Dual Linked(2 Sets)"",'Job Sheet'!BE11=""Grey""),2,""""))"
ET,Dual Same Side Link Bracket Beige,"=IF(AND('Job Sheet'!BE11=""Beige"",(OR(Bagging!D11=""Dual Linked"",Bagging!D11=""Dual Same Side & Dual Linked""))),1,IF(AND(Bagging!D11=""Dual Linked(2 Sets)"",'Job Sheet'!BE11=""Beige""),2,""""))"
EU,Dual Slimline Linked Top Blind Front Roll White,"=IF(AND('Job Sheet'!BE11=""White"",(OR(Bagging!D11=""Dual Slimline Linked Top Blind Front Roll"",Bagging!D11=""Slimline Dual Top Blind Front Roll LHS Control & Dual Slimline Linked Top Blind Front Roll"",Bagging!D11=""Slimline Dual Top Blind Front Roll RHS Control & Dual Slimline Linked Top Blind Front Roll""))),1,IF(AND(Bagging!D11=""Dual Slimline Linked Top Blind Front Roll(2 Sets)"",'Job Sheet'!BE11=""White""),2,""""))"
EV,Dual Slimline Linked Top Blind Front Roll Black,"=IF(AND('Job Sheet'!BE11=""Black"",(OR(Bagging!D11=""Dual Slimline Linked Top Blind Front Roll"",Bagging!D11=""Slimline Dual Top Blind Front Roll LHS Control & Dual Slimline Linked Top Blind Front Roll"",Bagging!D11=""Slimline Dual Top Blind Front Roll RHS Control & Dual Slimline Linked Top Blind Front Roll""))),1,IF(AND(Bagging!D11=""Dual Slimline Linked Top Blind Front Roll(2 Sets)"",'Job Sheet'!BE11=""Black""),2,""""))"
EW,Dual Slimline Linked Top Blind Front Roll Birch White,"=IF(AND('Job Sheet'!BE11=""Birch White"",(OR(Bagging!D11=""Dual Slimline Linked Top Blind Front Roll"",Bagging!D11=""Slimline Dual Top Blind Front Roll LHS Control & Dual Slimline Linked Top Blind Front Roll"",Bagging!D11=""Slimline Dual Top Blind Front Roll RHS Control & Dual Slimline Linked Top Blind Front Roll""))),1,IF(AND(Bagging!D11=""Dual Slimline Linked Top Blind Front Roll(2 Sets)"",'Job Sheet'!BE11=""Birch White""),2,""""))"
EX,Dual Slimline Linked Top Blind Front Roll Grey,"=IF(AND('Job Sheet'!BE11=""Grey"",(OR(Bagging!D11=""Dual Slimline Linked Top Blind Front Roll"",Bagging!D11=""Slimline Dual Top Blind Front Roll LHS Control & Dual Slimline Linked Top Blind Front Roll"",Bagging!D11=""Slimline Dual Top Blind Front Roll RHS Control & Dual Slimline Linked Top Blind Front Roll""))),1,IF(AND(Bagging!D11=""Dual Slimline Linked Top Blind Front Roll(2 Sets)"",'Job Sheet'!BE11=""Grey""),2,""""))"
EY,Dual Slimline Linked Top Blind Front Roll Beige,"=IF(AND('Job Sheet'!BE11=""Beige"",(OR(Bagging!D11=""Dual Slimline Linked Top Blind Front Roll"",Bagging!D11=""Slimline Dual Top Blind Front Roll LHS Control & Dual Slimline Linked Top Blind Front Roll"",Bagging!D11=""Slimline Dual Top Blind Front Roll RHS Control & Dual Slimline Linked Top Blind Front Roll""))),1,IF(AND(Bagging!D11=""Dual Slimline Linked Top Blind Front Roll(2 Sets)"",'Job Sheet'!BE11=""Beige""),2,""""))"
EZ,Dual Slimline Linked Top Blind Back Roll White,"=IF(AND('Job Sheet'!BE11=""White"",(OR(Bagging!D11=""Dual Slimline Linked Top Blind Back Roll"",Bagging!D11=""Slimline Dual Top Blind Back Roll LHS Control & Dual Slimline Linked Top Blind Back Roll"",Bagging!D11=""Slimline Dual Top Blind Back Roll RHS Control & Dual Slimline Linked Top Blind Back Roll""))),1,IF(AND(Bagging!D11=""Dual Slimline Linked Top Blind Back Roll(2 Sets)"",'Job Sheet'!BE11=""White""),2,""""))"
FA,Dual Slimline Linked Top Blind Back Roll Black,"=IF(AND('Job Sheet'!BE11=""Black"",(OR(Bagging!D11=""Dual Slimline Linked Top Blind Back Roll"",Bagging!D11=""Slimline Dual Top Blind Back Roll LHS Control & Dual Slimline Linked Top Blind Back Roll"",Bagging!D11=""Slimline Dual Top Blind Back Roll RHS Control & Dual Slimline Linked Top Blind Back Roll""))),1,IF(AND(Bagging!D11=""Dual Slimline Linked Top Blind Back Roll(2 Sets)"",'Job Sheet'!BE11=""Black""),2,""""))"
FB,Dual Slimline Linked Top Blind Back Roll Birch White,"=IF(AND('Job Sheet'!BE11=""Birch White"",(OR(Bagging!D11=""Dual Slimline Linked Top Blind Back Roll"",Bagging!D11=""Slimline Dual Top Blind Back Roll LHS Control & Dual Slimline Linked Top Blind Back Roll"",Bagging!D11=""Slimline Dual Top Blind Back Roll RHS Control & Dual Slimline Linked Top Blind Back Roll""))),1,IF(AND(Bagging!D11=""Dual Slimline Linked Top Blind Back Roll(2 Sets)"",'Job Sheet'!BE11=""Birch White""),2,""""))"
FC,Dual Slimline Linked Top Blind Back Roll Grey,"=IF(AND('Job Sheet'!BE11=""Grey"",(OR(Bagging!D11=""Dual Slimline Linked Top Blind Back Roll"",Bagging!D11=""Slimline Dual Top Blind Back Roll LHS Control & Dual Slimline Linked Top Blind Back Roll"",Bagging!D11=""Slimline Dual Top Blind Back Roll RHS Control & Dual Slimline Linked Top Blind Back Roll""))),1,IF(AND(Bagging!D11=""Dual Slimline Linked Top Blind Back Roll(2 Sets)"",'Job Sheet'!BE11=""Grey""),2,""""))"
FD,Dual Slimline Linked Top Blind Back Roll Beige,"=IF(AND('Job Sheet'!BE11=""Beige"",(OR(Bagging!D11=""Dual Slimline Linked Top Blind Back Roll"",Bagging!D11=""Slimline Dual Top Blind Back Roll LHS Control & Dual Slimline Linked Top Blind Back Roll"",Bagging!D11=""Slimline Dual Top Blind Back Roll RHS Control & Dual Slimline Linked Top Blind Back Roll""))),1,IF(AND(Bagging!D11=""Dual Slimline Linked Top Blind Back Roll(2 Sets)"",'Job Sheet'!BE11=""Beige""),2,""""))"
FE,50cm Metal Chain,"=IF(AND(OR('Job Sheet'!BF11=""Nickel Steel"",'Job Sheet'!BF11=""Nickel Steel Chain""),OR('Assembly(b)'!D11=""500mm"",'Assembly(b)'!D11=""500"")),1,"""")"
FF,75cm Metal Chain,"=IF(AND(OR('Job Sheet'!BF11=""Nickel Steel"",'Job Sheet'!BF11=""Nickel Steel Chain""),OR('Assembly(b)'!D11=""750mm"",'Assembly(b)'!D11=""750"")),1,"""")"
FG,100cm Metal Chain,"=IF(AND(OR('Job Sheet'!BF11=""Nickel Steel"",'Job Sheet'!BF11=""Nickel Steel Chain""),OR('Assembly(b)'!D11=""1000mm"",'Assembly(b)'!D11=""1000"")),1,"""")"
FH,125cm Metal Chain,"=IF(AND(OR('Job Sheet'!BF11=""Nickel Steel"",'Job Sheet'!BF11=""Nickel Steel Chain""),OR('Assembly(b)'!D11=""1250mm"",'Assembly(b)'!D11=""1250"")),1,"""")"
FI,150cm Metal Chain,"=IF(AND(OR('Job Sheet'!BF11=""Nickel Steel"",'Job Sheet'!BF11=""Nickel Steel Chain""),OR('Assembly(b)'!D11=""1500mm"",'Assembly(b)'!D11=""1500"")),1,"""")"
FJ,175cm Metal Chain,"=IF(AND(OR('Job Sheet'!BF11=""Nickel Steel"",'Job Sheet'!BF11=""Nickel Steel Chain""),OR('Assembly(b)'!D11=""1750mm"",'Assembly(b)'!D11=""1750"")),1,"""")"
FK,200cm Metal Chain,"=IF(AND(OR('Job Sheet'!BF11=""Nickel Steel"",'Job Sheet'!BF11=""Nickel Steel Chain""),OR('Assembly(b)'!D11=""2000mm"",'Assembly(b)'!D11=""2000"")),1,"""")"
FL,225cm Metal Chain,"=IF(AND(OR('Job Sheet'!BF11=""Nickel Steel"",'Job Sheet'!BF11=""Nickel Steel Chain""),OR('Assembly(b)'!D11=""2250mm"",'Assembly(b)'!D11=""2250"")),1,"""")"
FM,250cm Metal Chain,"=IF(AND(OR('Job Sheet'!BF11=""Nickel Steel"",'Job Sheet'!BF11=""Nickel Steel Chain""),OR('Assembly(b)'!D11=""2500mm"",'Assembly(b)'!D11=""2500"")),1,"""")"
FN,275cm Metal Chain,"=IF(AND(OR('Job Sheet'!BF11=""Nickel Steel"",'Job Sheet'!BF11=""Nickel Steel Chain""),OR('Assembly(b)'!D11=""2750mm"",'Assembly(b)'!D11=""2750"")),1,"""")"
FO,300cm Metal Chain,"=IF(AND(OR('Job Sheet'!BF11=""Nickel Steel"",'Job Sheet'!BF11=""Nickel Steel Chain""),OR('Assembly(b)'!D11=""3000mm"",'Assembly(b)'!D11=""3000"")),1,"""")"
FP,325cm Metal Chain,"=IF(AND(OR('Job Sheet'!BF11=""Nickel Steel"",'Job Sheet'!BF11=""Nickel Steel Chain""),OR('Assembly(b)'!D11=""3250mm"",'Assembly(b)'!D11=""3250"")),1,"""")"
FQ,350cm Metal Chain,"=IF(AND(OR('Job Sheet'!BF11=""Nickel Steel"",'Job Sheet'!BF11=""Nickel Steel Chain""),OR('Assembly(b)'!D11=""3500mm"",'Assembly(b)'!D11=""3500"")),1,"""")"
FR,375cm Metal Chain,"=IF(AND(OR('Job Sheet'!BF11=""Nickel Steel"",'Job Sheet'!BF11=""Nickel Steel Chain""),OR('Assembly(b)'!D11=""3750mm"",'Assembly(b)'!D11=""3750"")),1,"""")"
FS,400cm Metal Chain,"=IF(AND(OR('Job Sheet'!BF11=""Nickel Steel"",'Job Sheet'!BF11=""Nickel Steel Chain""),OR('Assembly(b)'!D11=""4000mm"",'Assembly(b)'!D11=""4000"")),1,"""")"
FT,50cm White Chain,"=IF(AND(OR('Job Sheet'!BF11=""White"",'Job Sheet'!BF11=""White Chain""),OR('Assembly(b)'!D11=""500mm"",'Assembly(b)'!D11=""500"")),1,"""")"
FU,75cm White Chain,"=IF(AND(OR('Job Sheet'!BF11=""White"",'Job Sheet'!BF11=""White Chain""),OR('Assembly(b)'!D11=""750mm"",'Assembly(b)'!D11=""750"")),1,"""")"
FV,100cm White Chain,"=IF(AND(OR('Job Sheet'!BF11=""White"",'Job Sheet'!BF11=""White Chain""),OR('Assembly(b)'!D11=""1000mm"",'Assembly(b)'!D11=""1000"")),1,"""")"
FW,125cm White Chain,"=IF(AND(OR('Job Sheet'!BF11=""White"",'Job Sheet'!BF11=""White Chain""),OR('Assembly(b)'!D11=""1250mm"",'Assembly(b)'!D11=""1250"")),1,"""")"
FX,150cm White Chain,"=IF(AND(OR('Job Sheet'!BF11=""White"",'Job Sheet'!BF11=""White Chain""),OR('Assembly(b)'!D11=""1500mm"",'Assembly(b)'!D11=""1500"")),1,"""")"
FY,175cm White Chain,"=IF(AND(OR('Job Sheet'!BF11=""White"",'Job Sheet'!BF11=""White Chain""),OR('Assembly(b)'!D11=""1750mm"",'Assembly(b)'!D11=""1750"")),1,"""")"
FZ,200cm White Chain,"=IF(AND(OR('Job Sheet'!BF11=""White"",'Job Sheet'!BF11=""White Chain""),OR('Assembly(b)'!D11=""2000mm"",'Assembly(b)'!D11=""2000"")),1,"""")"
GA,225cm White Chain,"=IF(AND(OR('Job Sheet'!BF11=""White"",'Job Sheet'!BF11=""White Chain""),OR('Assembly(b)'!D11=""2250mm"",'Assembly(b)'!D11=""2250"")),1,"""")"
GB,250cm White Chain,"=IF(AND(OR('Job Sheet'!BF11=""White"",'Job Sheet'!BF11=""White Chain""),OR('Assembly(b)'!D11=""2500mm"",'Assembly(b)'!D11=""2500"")),1,"""")"
GC,275cm White Chain,"=IF(AND(OR('Job Sheet'!BF11=""White"",'Job Sheet'!BF11=""White Chain""),OR('Assembly(b)'!D11=""2750mm"",'Assembly(b)'!D11=""2750"")),1,"""")"
GD,300cm White Chain,"=IF(AND(OR('Job Sheet'!BF11=""White"",'Job Sheet'!BF11=""White Chain""),OR('Assembly(b)'!D11=""3000mm"",'Assembly(b)'!D11=""3000"")),1,"""")"
GE,325cm White Chain,"=IF(AND(OR('Job Sheet'!BF11=""White"",'Job Sheet'!BF11=""White Chain""),OR('Assembly(b)'!D11=""3250mm"",'Assembly(b)'!D11=""3250"")),1,"""")"
GF,350cm White Chain,"=IF(AND(OR('Job Sheet'!BF11=""White"",'Job Sheet'!BF11=""White Chain""),OR('Assembly(b)'!D11=""3500mm"",'Assembly(b)'!D11=""3500"")),1,"""")"
GG,375cm White Chain,"=IF(AND(OR('Job Sheet'!BF11=""White"",'Job Sheet'!BF11=""White Chain""),OR('Assembly(b)'!D11=""3750mm"",'Assembly(b)'!D11=""3750"")),1,"""")"
GH,400cm White Chain,"=IF(AND(OR('Job Sheet'!BF11=""White"",'Job Sheet'!BF11=""White Chain""),OR('Assembly(b)'!D11=""4000mm"",'Assembly(b)'!D11=""4000"")),1,"""")"
GI,50cm Black Chain,"=IF(AND(OR('Job Sheet'!BF11=""Black"",'Job Sheet'!BF11=""Black Chain""),OR('Assembly(b)'!D11=""500mm"",'Assembly(b)'!D11=""500"")),1,"""")"
GJ,75cm Black Chain,"=IF(AND(OR('Job Sheet'!BF11=""Black"",'Job Sheet'!BF11=""Black Chain""),OR('Assembly(b)'!D11=""750mm"",'Assembly(b)'!D11=""750"")),1,"""")"
GK,100cm Black Chain,"=IF(AND(OR('Job Sheet'!BF11=""Black"",'Job Sheet'!BF11=""Black Chain""),OR('Assembly(b)'!D11=""1000mm"",'Assembly(b)'!D11=""1000"")),1,"""")"
GL,125cm Black Chain,"=IF(AND(OR('Job Sheet'!BF11=""Black"",'Job Sheet'!BF11=""Black Chain""),OR('Assembly(b)'!D11=""1250mm"",'Assembly(b)'!D11=""1250"")),1,"""")"
GM,150cm Black Chain,"=IF(AND(OR('Job Sheet'!BF11=""Black"",'Job Sheet'!BF11=""Black Chain""),OR('Assembly(b)'!D11=""1500mm"",'Assembly(b)'!D11=""1500"")),1,"""")"
GN,175cm Black Chain,"=IF(AND(OR('Job Sheet'!BF11=""Black"",'Job Sheet'!BF11=""Black Chain""),OR('Assembly(b)'!D11=""1750mm"",'Assembly(b)'!D11=""1750"")),1,"""")"
GO,200cm Black Chain,"=IF(AND(OR('Job Sheet'!BF11=""Black"",'Job Sheet'!BF11=""Black Chain""),OR('Assembly(b)'!D11=""2000mm"",'Assembly(b)'!D11=""2000"")),1,"""")"
GP,225cm Black Chain,"=IF(AND(OR('Job Sheet'!BF11=""Black"",'Job Sheet'!BF11=""Black Chain""),OR('Assembly(b)'!D11=""2250mm"",'Assembly(b)'!D11=""2250"")),1,"""")"
GQ,250cm Black Chain,"=IF(AND(OR('Job Sheet'!BF11=""Black"",'Job Sheet'!BF11=""Black Chain""),OR('Assembly(b)'!D11=""2500mm"",'Assembly(b)'!D11=""2500"")),1,"""")"
GR,275cm Black Chain,"=IF(AND(OR('Job Sheet'!BF11=""Black"",'Job Sheet'!BF11=""Black Chain""),OR('Assembly(b)'!D11=""2750mm"",'Assembly(b)'!D11=""2750"")),1,"""")"
GS,300cm Black Chain,"=IF(AND(OR('Job Sheet'!BF11=""Black"",'Job Sheet'!BF11=""Black Chain""),OR('Assembly(b)'!D11=""3000mm"",'Assembly(b)'!D11=""3000"")),1,"""")"
GT,325cm Black Chain,"=IF(AND(OR('Job Sheet'!BF11=""Black"",'Job Sheet'!BF11=""Black Chain""),OR('Assembly(b)'!D11=""3250mm"",'Assembly(b)'!D11=""3250"")),1,"""")"
GU,350cm Black Chain,"=IF(AND(OR('Job Sheet'!BF11=""Black"",'Job Sheet'!BF11=""Black Chain""),OR('Assembly(b)'!D11=""3500mm"",'Assembly(b)'!D11=""3500"")),1,"""")"
GV,375cm Black Chain,"=IF(AND(OR('Job Sheet'!BF11=""Black"",'Job Sheet'!BF11=""Black Chain""),OR('Assembly(b)'!D11=""3750mm"",'Assembly(b)'!D11=""3750"")),1,"""")"
GW,400cm Black Chain,"=IF(AND(OR('Job Sheet'!BF11=""Black"",'Job Sheet'!BF11=""Black Chain""),OR('Assembly(b)'!D11=""4000mm"",'Assembly(b)'!D11=""4000"")),1,"""")"
GX,50cm Cream Chain,"=IF(AND(OR('Job Sheet'!BF11=""Birch White"",'Job Sheet'!BF11=""Birch White Chain""),OR('Assembly(b)'!D11=""500mm"",'Assembly(b)'!D11=""500"")),1,"""")"
GY,75cm Cream Chain,"=IF(AND(OR('Job Sheet'!BF11=""Birch White"",'Job Sheet'!BF11=""Birch White Chain""),OR('Assembly(b)'!D11=""750mm"",'Assembly(b)'!D11=""750"")),1,"""")"
GZ,100cm Cream Chain,"=IF(AND(OR('Job Sheet'!BF11=""Birch White"",'Job Sheet'!BF11=""Birch White Chain""),OR('Assembly(b)'!D11=""1000mm"",'Assembly(b)'!D11=""1000"")),1,"""")"
HA,125cm Cream Chain,"=IF(AND(OR('Job Sheet'!BF11=""Birch White"",'Job Sheet'!BF11=""Birch White Chain""),OR('Assembly(b)'!D11=""1250mm"",'Assembly(b)'!D11=""1250"")),1,"""")"
HB,150cm Cream Chain,"=IF(AND(OR('Job Sheet'!BF11=""Birch White"",'Job Sheet'!BF11=""Birch White Chain""),OR('Assembly(b)'!D11=""1500mm"",'Assembly(b)'!D11=""1500"")),1,"""")"
HC,175cm Cream Chain,"=IF(AND(OR('Job Sheet'!BF11=""Birch White"",'Job Sheet'!BF11=""Birch White Chain""),OR('Assembly(b)'!D11=""1750mm"",'Assembly(b)'!D11=""1750"")),1,"""")"
HD,200cm Cream Chain,"=IF(AND(OR('Job Sheet'!BF11=""Birch White"",'Job Sheet'!BF11=""Birch White Chain""),OR('Assembly(b)'!D11=""2000mm"",'Assembly(b)'!D11=""2000"")),1,"""")"
HE,225cm Cream Chain,"=IF(AND(OR('Job Sheet'!BF11=""Birch White"",'Job Sheet'!BF11=""Birch White Chain""),OR('Assembly(b)'!D11=""2250mm"",'Assembly(b)'!D11=""2250"")),1,"""")"
HF,250cm Cream Chain,"=IF(AND(OR('Job Sheet'!BF11=""Birch White"",'Job Sheet'!BF11=""Birch White Chain""),OR('Assembly(b)'!D11=""2500mm"",'Assembly(b)'!D11=""2500"")),1,"""")"
HG,275cm Cream Chain,"=IF(AND(OR('Job Sheet'!BF11=""Birch White"",'Job Sheet'!BF11=""Birch White Chain""),OR('Assembly(b)'!D11=""2750mm"",'Assembly(b)'!D11=""2750"")),1,"""")"
HH,300cm Cream Chain,"=IF(AND(OR('Job Sheet'!BF11=""Birch White"",'Job Sheet'!BF11=""Birch White Chain""),OR('Assembly(b)'!D11=""3000mm"",'Assembly(b)'!D11=""3000"")),1,"""")"
HI,325cm Cream Chain,"=IF(AND(OR('Job Sheet'!BF11=""Birch White"",'Job Sheet'!BF11=""Birch White Chain""),OR('Assembly(b)'!D11=""3250mm"",'Assembly(b)'!D11=""3250"")),1,"""")"
HJ,350cm Cream Chain,"=IF(AND(OR('Job Sheet'!BF11=""Birch White"",'Job Sheet'!BF11=""Birch White Chain""),OR('Assembly(b)'!D11=""3500mm"",'Assembly(b)'!D11=""3500"")),1,"""")"
